企业app是什么,basic_profile
机关团体可以签约协定存款么,other|kyp
对公账户能开短信通知功能吗,other|kyp
保函闪电开流程,kyp
理想汽车在我行产品使用情况,cmb_products_held
理想汽车产品持有情况,cmb_products_held
理想汽车基本情况,basic_profile
理想汽车公司的产品持有情况,cmb_products_held
理想汽车产品使用情况,cmb_products_held
理想汽车的产品持有情况,cmb_products_held
理想汽车在我行的产品使用情况,cmb_products_held
理想汽车的基本情况,basic_profile
在我行的产品使用情况,cmb_products_held
比亚迪基本概况,basic_profile
比亚迪收入,total_incoming
打回单对账单,other|kyp
比亚迪的存款信息,customer_deposits
比亚迪的基本信息,basic_profile
阿里巴巴的基本信息,basic_profile
屈臣氏的持有产品,cmb_products_held
阿里巴巴在我行持有的产品,cmb_products_held
华为的持有产品,cmb_products_held
小米科技的存款,customer_deposits
屈臣氏的行业,customer_industry
安琪酵母的年日均存款,annual_avg_deposit_and_change
中兴通讯的年日均存款是多少,annual_avg_deposit_and_change
中兴通讯的日均存款,annual_avg_deposit_and_change
介绍下安琪酵母,basic_profile
介绍下保函,basic_profile
介绍下屈臣氏,basic_profile
介绍一下财资管理云,basic_profile
屈臣氏结算情况,customer_settlement
屈臣氏的存款,customer_deposits
比亚迪谱系客户,lineage_customers_name_quantity
比亚迪的谱系客户在招行开户情况,lineage_customers_with_cmb
比亚迪谱系客户开户,lineage_customers_with_cmb
比亚迪结算,customer_settlement
比亚迪进帐,total_incoming
比亚迪交易对手进帐,top_5_incoming_partners
比亚迪月末时点,month_end_deposit_changes
中兴通讯股份有限公司,slot_filling
中兴通讯在我行的日均存款,annual_avg_deposit_and_change
比亚迪的主要交易对手,top_5_partners
中兴通讯在我行的主要交易对手,top_5_partners
中兴通讯在我行得主要交易对手,top_5_partners
比亚迪有贷款吗,customer_loans
云直联的产品优势是?,kyp
薪福通网址,other
招企贷款项怎么支付?,other|kyp
招企贷怎么提款,other|kyp
内蒙古华坤实业有限公司招企贷,other
招企贷提款,other
交易管家怎么开通,kyp
比亚迪的结算概括,customer_settlement
比亚迪的交易进账对手,top_5_incoming_partners
比亚迪推荐什么产品,product_rec
你好,chitchat
组合存款,other|slot_filling
出口方向客户应该推荐什么产品,product_rec
协定存款协议查询,other
网银转账时间,other
转账时间,other
网银打印承兑明细,other
单位公积金可以个人转账吗?,other
中兴通讯在我行的主要交易对手,top_5_partners
中兴通讯在我行的日均存款是多少,annual_avg_deposit_and_change
比亚迪月末实点,month_end_deposit_changes
比亚迪交易对手进账,top_5_incoming_partners
比亚迪交易对手出账,top_5_outgoing_partners
比亚迪的交易对手,top_5_partners
比亚迪的进出账,customer_settlement
比亚迪非同名进账/出账对手,top_5_counterparties
比亚迪的进账,total_incoming
比亚迪的谱系客户开户情况,lineage_customers_with_cmb
比亚迪股份有限公司,slot_filling
比亚迪年日均存款,annual_avg_deposit_and_change
海鸥期权简介,basic_profile
中泰期货简介,basic_profile
介绍下中泰期货,basic_profile
介绍下海鸥期权,basic_profile
中泰期货的主要行业,customer_industry
海鸥期权的主要行业,customer_industry
企业app介绍,basic_profile
企业网银介绍,basic_profile
移动支付优势,kyp
财资云营销话术,kyp
帮我生成资产管理云标准版营销话术,kyp
深圳市万加科技有限公司的存款信息,customer_deposits
该公司的存款信息,customer_deposits
深圳市万加科技有限公司基本情况,basic_profile
比亚迪在我行产品,cmb_products_held
比亚迪在我行的产品,cmb_products_held
反馈,chitchat|other
境外因公汇款怎么办,kyp
胖东来,slot_filling
胖东来的公司全称,basic_profile
人工,other
汇款费用,other
划款费用,other
转账手续费,other
收费标准,other
比亚迪有没有贷款,customer_loans
比亚迪在我行有多少授信,other
结构性存款营销话术,kyp
结构性存款,slot_filling
招捷贷,slot_filling
怎么开保函,kyp
网银转账限额,other
转账限额查询,other
请帮我生成财资管理云标准版营销话术,kyp
腾讯的谱系客户,lineage_customers_name_quantity
请问深圳中银证券在我行的结算情况,customer_settlement
屈臣氏的谱系客户开户,lineage_customers_with_cmb
请问深圳市中银证券的谱系公司有哪些,lineage_customers_name_quantity
华为的谱系客户,lineage_customers_name_quantity
介绍下聚合收款,basic_profile
屈臣氏适合推荐哪些产品,product_rec
屈臣氏有贷款吗,customer_loans
海鸥期权是什么,basic_profile|kyp
网银转账手续费,other
介绍下财资管理云,basic_profile
怎样在网银申请贷款利息的发票,other
怎样在网银申请贷款利息的发要,other
屈臣氏的谱系客户,lineage_customers_name_quantity
比亚迪的谱系客户,lineage_customers_name_quantity
资信证明类型有哪些,other|kyp
网银申请资信证明,other|kyp
企业征信报告有中英文版吗,other
网银查流水,other
汇入汇款,slot_filling
通知存款怎么办理,kyp
客户在网银上确认线上流贷提款,other
手机银行申请发票云,other
电子询证函,other|slot_filling
网银提款确认,other
征信线上查询流程,other
如何查询企业征信,other
征信查询,other
客户使用金蝶云星辰系统，可以开直联吗,other
客户使用九恒星系统，可以开SaaS直联吗,other
新经济行业开过云直联的客户案例,kyp
九牧王,slot_filling
钉钉,slot_filling
九牧王的年日均存款,annual_avg_deposit_and_change
九牧王股份有限公司开过直联吗,cmb_products_held
九牧王开过直联嘛,cmb_products_held
怎么开直联,kyp
客户在用金蝶系统，营销话术是什么?,kyp
我在用钉钉OA审批，可以连银行嘛,other
银企直连是什么,kyp|basic_profile
银企直联是什么?,kyp|basic_profile
开立手续费发票,other
开发票,other
发票云营销话术,kyp
融资租赁,other|slot_filling
开基本户要多久,other
用户编号,other
对账流程,other
网银调额,other
承兑显示已承兑已锁定状态,other
集团网银,slot_filling
上海车床公司的谱系公司有哪些?,lineage_customers_name_quantity
它的谱系企业有哪些?,lineage_customers_name_quantity
上海车床的日均存款是多少?,annual_avg_deposit_and_change
许昌市胖东来,slot_filling
胖东来商贸集团公司,slot_filling
广州屈臣氏个人日用品,slot_filling
广州屈臣氏是否有贷款,customer_loans
州屈臣氏是否有贷款,customer_loans
反馈,other
请问深圳市中银证券的谱系公司有哪些？,lineage_customers_name_quantity
激活网银,kyp|other
招企贷测额扫什么码,other
客户在哪里可以模拟发票云场景啊,other
汇出汇款手续费,other
左岸图文制作有限公司,slot_filling
企业app体验地址,kyp
产品体验,kyp
模拟银行,other|slot_filling
特色专区,other|slot_filling
云直联的产品优势是？,kyp
政采贷,slot_filling
什么是销售云？,kyp|basic_profile
崔易怎么样,other
销户资料,other
极速付开通,kyp
移动支付优惠活动,other
协定存款功能介绍,kyp|basic_profile
协定存款介绍,kyp|basic_profile
网银代发功能开通,kyp
代发功能开通,kyp
如何开资信证明,other
转账费用,other
转账,other
网银上传财务报表,other
撤回操作流程,other|kyp
贴现申请撤回,other
打印征信报告,other
移动代发办理流程,kyp
移动代发操作,kyp
移动代发配置,kyp
企业APP移动代发配置,kyp
联系客户，配置移动代发,other
企业征信查询,other
银企直连产品营销话术,kyp
你好,chitchat
银企直连,slot_filling
记账宝,slot_filling
交易管家,slot_filling
安琪酵母的结算情况,customer_settlement
比亚迪的结算情况,customer_settlement
银行账户机构迁移,other
广西旅发酒店集团有限公司,slot_filling
电子询证函网银授权,other
承兑合同,slot_filling
网银跨境汇出汇款功能开通,kyp
网银跨境汇出汇款,slot_filling
插入网银时，提示：您证书已设置好密码，但未下载证书,other
u盾密码忘了怎么办,other
帮我分析下比亚迪股份有限公司,basic_profile
网银设置业务审批模式,other
自贸金融招行服务方案,kyp
客户端电子承兑汇票如何托收,other
定期1年利率,other
对公定期存款利率,other
托管户转账资料,other
查看屈臣氏的基本情況,basic_profile
给北京声智公司推荐产品,product_rec
理想汽车的结算情况,customer_settlement
屈臣氏的基本情况,basic_profile
企业APP里怎么看电子回单在哪,other
看电子回单,other
招企贷办理流程,kyp
招企贷付款怎么设置经办和复核,other
招企贷付款可以设置成经办和复核吗,other
招企贷付款的话能有电子回单吗,other
申请贴现手续费发票,other|kyp
申请发票,other
薪福通中如何发起个税审批 就是和工资那个关联,other
网银查询征信,other
帮北京声智推荐产品,product_rec
网银跨行转账手续费,other
网银费用,other
境内资金池怎么开通,kyp
资金归集怎么办理,kyp
保函的办理流程,kyp
保函的优势,kyp
银行承兑多久不接受能退回,other
银承票据多久不接受会自动退回,other
银承票据大概多久可以自动退回,other
比亚迪股份有限公司推荐产品,product_rec
比亚迪股份有限公司推荐产品有什么可以推荐的产品,product_rec
有什么可以推荐的产品,product_rec
给xx推荐产品,product_rec
比亚迪公司基本信息,basic_profile
给文诗推荐产品,product_rec
给明推荐产品,product_rec
给小明推荐产品,product_rec
给乔峰推荐产品,product_rec
给比亚迪推荐产品,product_rec
企业网银基本信息,basic_profile
给他推荐产品,product_rec
四川成都,slot_filling
华沩科技,slot_filling
APP自助结汇的办理材料,kyp
给推荐产品,product_rec
APP自助结汇,slot_filling
给智能费控推荐产品,product_rec
APP自助结汇的办理木,kyp
比亚迪公司好贵啊,other|chitchat
比亚迪,slot_filling
比亚迪好贵啊,other|chitchat
比亚迪来咯,slot_filling
比亚迪生产线,other|chitchat
智能费控,slot_filling
AKA基本信息,basic_profile
智能费控公司,slot_filling
智能费控公司基本信息,basic_profile
你好基本信息,basic_profile
股票质押基本信息,kyp|basic_profile
智能费控基本信息,kyp|basic_profile
你好产品推荐,product_rec
你好啊产品推荐,product_rec
智能费控基本信息,basic_profile
商票开票基本信息,basic_profile
销售云基本信息,basic_profile
政采贷基本信息,basic_profile
深圳瑞乾科技公司基本信息,basic_profile
深圳瑞乾科技,slot_filling
深圳瑞乾科技基本信息,basic_profile
医保贷基本信息,basic_profile
个税服务基本信息,basic_profile
网上支付基本信息,basic_profile
网上代发基本信息,basic_profile
深圳瑞乾科技基本情况,basic_profile
深圳瑞乾科技存款,customer_deposits
深圳瑞乾科技公司存款,customer_deposits
比亚迪公司,slot_filling
深圳瑞乾科技公司产品推荐,product_rec
深圳瑞乾科技产品推荐,product_rec
比亚迪基本信息,basic_profile
上海中梁企业发展有限公司,slot_filling
上海中梁企业发展有限公司基本信息,basic_profile
江苏心电互动汽车销售服务有限公司,slot_filling
江苏心电互动汽车销售服务有限公司基本信息,basic_profile
瑞乾科技公司基本信息,basic_profile
瑞乾科技基本信息,basic_profile
给阿里推荐产品,product_rec
广州润铂晟信息技术有限公司,slot_filling
广州润铂晟信息技术有限公司结算,customer_settlement
企业红包产品所属部门,customer_institution
广州润铂晟信息技术有限公司,slot_filling
广州润铂晟信息技术有限公司基本情况,basic_profile
企业红包办理流程,kyp
企业红包产品,kyp
企业红包产品介绍,kyp|basic_profile
广州润铂晟信息技术有限公司存款,customer_deposits
财资管理云,slot_filling
财资管理云产品介绍,kyp|basic_profile
云直联,slot_filling
广州润铂晟信息技术有限公司产品推荐,product_rec
财资管理云,slot_filling
财资管理云基本信息,kyp|basic_profile
深圳瑞乾非同名出账对手,top_5_outgoing_counterparties
深圳瑞乾公司非同名出账对手,top_5_outgoing_counterparties
深圳瑞乾,slot_filling
深圳瑞乾非同名出账金额,non_identified_outgoing
深圳瑞乾科技,slot_filling
深圳瑞乾公司客户结算概况,customer_settlement
深圳瑞乾客户结算概况,customer_settlement
深圳瑞乾非同名进账金额,non_identified_incoming
深圳瑞乾五大交易对手进账,top_5_incoming_partners
深圳瑞乾公司五大交易对手进账,top_5_incoming_partners
深圳瑞乾五大交易对手出账,top_5_outgoing_partners
深圳瑞乾公司五大交易对手出账,top_5_outgoing_partners
比亚迪公司的基本信息,basic_profile
深圳瑞乾公司非同名出账金额,non_identified_outgoing
给深圳瑞乾科技公司推荐产品,product_rec
给深圳瑞乾科技推荐产品,product_rec
江苏心电互动汽车销售服务有限公司产品推荐,product_rec
维维豆奶公司产品推荐,product_rec
维维豆奶,slot_filling
维维豆奶产品推荐,product_rec
强哥产品推荐,product_rec
豆浆粉产品推荐,other
银杏树产品推荐,product_rec
你好啊,chitchat
深圳瑞乾科技公司非同名进账对手top5,top_5_incoming_counterparties
深圳瑞乾科技非同名进账对手top5,top_5_incoming_counterparties
比亚迪公司存款,customer_deposits
tie,chitchat|other
比亚迪存款,customer_deposits
深圳瑞乾科技公司存款概况,customer_deposits
深圳瑞乾科技存款概况,customer_deposits
深圳瑞乾科技公司,slot_filling
深圳市瑞鸿乾公司,slot_filling
深圳市瑞鸿乾,slot_filling
财资管理云,slot_filling
财资管理云的办理材料,kyp
深圳乾瑞科技公司存款概况,customer_deposits
深圳乾瑞科技,slot_filling
深圳乾瑞科技存款概况,customer_deposits
企业网银,slot_filling
财资管理云的产品介绍,kyp|basic_profile
广州润铂晟公司持有招行什么产品,cmb_products_held
广州润铂晟,slot_filling
广州润铂晟持有招行什么产品,cmb_products_held
中建四局安装公司推荐什么产品,product_rec
中建四局安装,slot_filling
中建四局安装推荐什么产品,product_rec
Lia,chitchat|slot_filling
比亚迪公司,slot_filling
企业网银基本信息,kyp|basic_profile
华公司基础信息,basic_profile
华为基础信息,basic_profile
比亚迪产品推荐,product_rec
Elia,chitchat|slot_filling
什么是股票质押,kyp|basic_profile
广州润铂晟结算概况,customer_settlement
广州润铂晟公司结算概况,customer_settlement
广州润铂晟存款概况,customer_deposits
你是干嘛的啊,chitchat
猴赛雷啊,slot_filling
广州润铂晟公司存款概况,customer_deposits
广州润铂晟公司,slot_filling
比亚迪啊,slot_filling
中建四局公司基本信息,basic_profile
中建四局,slot_filling
中建四局基本信息,basic_profile
可以给中建四局推荐什么产品,product_rec
可以给中建四局安装推荐什么产品,product_rec
广州润铂晟信息技术有限公司基本信息,basic_profile
介绍一下财资管理云,kyp|basic_profile
云直联,slot_filling
广州润铂晟公司的存款信息,customer_deposits
广州润铂晟的存款信息,customer_deposits
中建四局安装公司,slot_filling
云直联的产品优势是,kyp
小米科技的所属分行,customer_institution
华润是重点客户吗,key_account_status
重庆理想汽车贷款情况,customer_loans
北京声智适合那些产品,product_rec
生成国内信用证开证的营销话术,kyp
国内信用证的办理流程,kyp
国内信用证开证的办理流程,kyp
屈臣氏公司的存款情况,customer_deposits
企业网银激活,kyp|other
网银代发手续费,kyp|other
定期转活期,slot_filling
协定存款,slot_filling
我行协定存款利率,other
流动资金贷款,slot_filling
开户,other
青岛金欧利营销有限公司,slot_filling
中国船舶集团青岛北海造船有限公司,slot_filling
代发工资,slot_filling
薪福通注册流程,kyp
怎么将客户转为可信客户,other
银行承兑汇票到期，怎么兑付,other
薪福通代发优势,kyp
薪福通代发营销话术,kyp
产品一点通是什么,other
cbs出现交易明细重复怎么办,other
cbs是什么,basic_profile
聚合收款是什么,basic_profile
什么给客户申请聚合收款,kyp|other
财资管理云是什么,basic_profile
票据模块有什么功能,kyp
5+6等于几,other
电子单证操作流程,kyp
结构性存款 抵押,kyp|other
协定存款开通,kyp
政采贷,slot_filling
单位账户开户,other
四必做,other
网银激活步骤,kyp
高票云,slot_filling
发票云,slot_filling
发票云营销提示,kyp
预约,other
对公短期理财,slot_filling|kyp
有逾期还款记录还能测招企贷吗,other
企业法人有逾期还款记录会影响招企贷申请吗,other
如何设置进出帐短信提醒,other|kyp
如何设置短信提醒,other|kyp
你好 财务管理下面的收银台和收银台标准版是一个东西还是两个东西？,other
行员认证,other
薪福通注册,kyp
超级用户加入企业,other
网银查询征信,other|kyp
薪福通中如何发起个税审批 就是和工资那个关联,other|kyp
申请发票,other|kyp
申请贴现手续费发票,other|kyp
在哪看电子回单,other|kyp
企业APP里怎么看电子回单,other|kyp
CBS协议在哪下载,other|kyp
财资管理云标准版与企业版的区别,other|kyp
生成一个财资管理云专业版的宣传,kyp
CBS8支持多少家银行直联,other|kyp
CBS8支持微信对接吗,other|kyp
CBS支持支付宝对接吗,other|kyp
CBS有多少个版本,other|kyp
监管户可以设置代发工资吗？,other|kyp
CBS有金融类企业的案例吗,kyp
云直联记账子单元的场景,other
联动代发,slot_filling
集团代发,slot_filling
查看屈臣氏的基本情况,basic_profile
代销信托的产品介绍和一句话描述,kyp|basic_profile
OA审批的产品介绍,kyp|basic_profile
OA审批的办理流程,kyp
保函闪电开的产品介绍,kyp|basic_profile
发票云和销售云的区别,other
付款产品有哪些,kyp
支付产品有哪些,kyp
什么是销售云？,kyp|basic_profile
介绍下发票云,kyp|basic_profile
发票云薪福通的办理流程,kyp
oa审批办理材料,kyp
oa审批办理流程,kyp
oa审批的办理材料,kyp
企业名篇的优势,kyp
云直联的一句话描述,kyp|basic_profile
网银代发设置审批流,other|kyp
网银管理员,other|slot_filling
网银管理员分别时间,other|kyp
网银管理员分别是什么,other|kyp
财资管理云的收费,other
随心展优惠券,other|kyp
随心展优惠券如何领取？,other|kyp
双货币,slot_filling
代发协议,slot_filling|other
代发协议签订,kyp|other
代发协议签订流程,kyp|other
全面一次性奖金用什么代发协议？,kyp|other
票据服务方案,kyp
保函手续费,other|kyp
代发回单,other|kyp
代发明细,other|kyp
代发明细查询,other|kyp
什么是数字人民币,kyp|basic_profile
数字人民币可以转普通账户吗,other|kyp
财资云是个什么类型客户？,kyp
有哪些客户特征？,basic_profile
财智云营销客户的话是会主要找哪一些类型客户？,kyp
我要营销一个消费行业的集团客户，有没有营销材料推荐？,product_rec
离岸信用证,other|slot_filling
司库适合什么类型客户？招行有司库方案吗？,kyp
薪福社添加新管理员流程,other|kyp
他有什么优势,kyp
它的所属部门是啥,customer_institution
招链易贷,slot_filling
oa审批的办理流程,kyp
国内非融资保函是啥,basic_profile|kyp
ipo上市产品介绍,basic_profile|kyp
网上企业银行的介绍,basic_profile|kyp
发票云的产品介绍,basic_profile|kyp
发票云是啥！,basic_profile|kyp
发票云是什么,basic_profile|kyp
发票云薪福通的一句话描述,kyp|basic_profile
请介绍下发票云,basic_profile|kyp
汇出汇入的一句话描述,basic_profile|kyp
招企贷的一句话描述,basic_profile|kyp
招企代的一句话描述,basic_profile|kyp
医票同的办理材料,kyp
医票同的产品介绍,basic_profile
oa审批的营销话术,kyp
到账通知的产品优势,kyp
财资管理员专业版的优势,kyp
转账手续费率,other
查询企业征信,other
无法查询企业征信,other
网银登陆不了,other
网银使用不了,other
协定存款,slot_filling
招企贷,slot_filling
给比亚迪推荐什么产品,product_rec
我行票据相关产品有哪些,kyp
网银如何打印回单,other
财资管理云适合比亚迪公司吗？,kyp
财资管理云的开通流程,kyp
企业网银简介,kyp|basic_profile
财资管理云营销话术,kyp
企业网银优势,kyp
财资管理云的优势,kyp
我行有哪些票据产品,kyp
我行有哪些结算类产品,kyp
比亚迪的谱系客户有哪些,lineage_customers_name_quantity
介绍下薪福通,basic_profile
它的营销话术呢,kyp
比亚迪是授信客户吗,other
财资管理云适合比亚迪吗,kyp|other
企业app的简介,kyp|basic_profile
企业app的办理流程,kyp
给百度推荐什么产品,product_rec
企业APP是什么,kyp|basic_profile
那它的优势是什么,kyp
我问的是企业APP的产品优势,kyp
企业APP的产品优势,kyp
企业APP的优势,kyp
企业APP的办理流程,kyp
企业App的产品介绍,basic_profile|kyp
预约客服,other
网银如何变更股东信息,other
网银端发起变更,other
招企贷的营销话术,kyp
招企贷的还款方式,other
企业APP的产品介绍,basic_profile|kyp
结构性存款功能开通,kyp
增加短信到账通知,kyp
打印回单,other
自助回单机,other
回单,other
自助打印,other
新一代票据大管家,slot_filling|kyp
代发协议限额,other
转账费用,other
收银台话术,kyp
商票通简介,basic_profile|kyp
企业APP简介,basic_profile|kyp
美元定期存款提前支取有没有收益？,other
在岸美元定期提前支取,other
转定期,other
开通协定存款步骤,kyp
网银开通,kyp
客户确认流贷提款后，多久能到账,other
理财,slot_filling
汇出汇款简介,basic_profile|kyp
成都建工存款数据,customer_deposits
汇出汇款简介,basic_profile|kyp
给成都建工推荐什么产品呢,product_rec
企业app简介,basic_profile|kyp
云直联的产品优势,kyp
美的集团结算数据,customer_settlement
付款代理简介,basic_profile|kyp
请介绍一下付款代理,basic_profile|kyp
如何办理付款代理,kyp
付款代理办理流程,kyp
付款代理的分类,kyp?
数字人民币钱包的办理流程是什么,kyp
数字人民币对公钱包办理材料,kyp
数字人民币对公钱包的办理材料是什么,kyp
企业app优势是什么,kyp
企业网银的优势,kyp
企业app的简介,basic_profile|kyp
企业App简介,basic_profile|kyp
企业App的优势,kyp
企业App的简介,basic_profile|kyp
企业app的优势,kyp
销售云的优势是什么,kyp
比亚迪的存款,customer_deposits
发票云的产品介绍,basic_profile|kyp
自助结汇的办理流程,kyp
APP自助结汇的一句话描述,basic_profile|kyp
发票云的介绍,basic_profile|kyp
发票管理服务呢,slot_filling
发票云一发票管理服务,slot_filling
发票云一发票管理服务介绍,basic_profile|kyp
招企贷招企贷测额会查征信吗,other
变更注册资金需要什么资料,other
电子询证函,slot_filling|other
成都成都,other|slot_filling
比亚迪公司的月日均存款,annual_avg_deposit_and_change
安琪酵母,slot_filling
您好，,chitchat
比亚迪公司的交易,customer_settlement
该公司的财资云信息,other|kyp
合肥轨交,slot_filling
合肥轨交的谱系信息,lineage_customers_name_quantity
手机银行转账有优惠吗,other
腾讯科技有限公司,slot_filling
湖北省宏泰集团基本情况,basic_profile
湖北宏泰公司,slot_filling
一张发票可以关联多笔费用吗,other
在智能会空中同一张发票可以关联多笔费用。,other
企业红包可以发其他银行卡吗,other
数字人民币的营销话术,kyp
数字人民币对公钱包的一句话描述,kyp|basic_profile
保函的办理材料,kyp
智能算薪的办理流程,kyp
贴现通的办理流程,kyp
贴现通的相关案例,kyp
app自助结汇的产品介绍,basic_profile|kyp
数字人民币对公钱包的介绍,basic_profile
数字人民币的一句话描述,basic_profile|kyp
数字人民币对公钱包的优势,kyp
数字人民币对公钱包的办理材料,kyp
数字人民币的产品介绍,basic_profile|kyp
企业APP简介,basic_profile|kyp
企业app的产品介绍,basic_profile|kyp
它的办理流程,kyp
ubank是什么,basic_profile|kyp
u-bank介绍下,basic_profile|kyp
网上代发是什么,basic_profile|kyp
网上企业银行是什么,basic_profile|kyp
UBank优势是什么,kyp
企业网银怎么办理,kyp
企业app的优势是什么,kyp
企业app简介,basic_profile|kyp
ubank的产品介绍,basic_profile|kyp
企业app,slot_filling
发票云是啥,basic_profile
你是基于哪个发票云产品回答的呢,other
没有ukey可以在网上银行转账吗,other
移动代发的办理流程是什么,kyp
移动代发的办理流程,kyp
代发的办理流程是什么,kyp
安琪酵母股份有限公司,slot_filling
开承兑汇票操作,kyp
开银行承兑汇票操作,kyp
招企贷还款期限,other
招企贷还款,other
请问在哪里做行员认证,other
一键生成跨境人民币收付款说明流程,other
跨境人民币汇入汇款确认,other
swift,other
招商银行SWIFT代码,other
征信授权,other
企业征信,other
查询不到待签收的票据,other
修改网银密码,other
定期利率,other
存款利率,other
大额存单利率,other
推荐几个产品,product_rec
给这个公司推荐我行的产品,product_rec
给它推荐我们的产品,product_rec
给这个公司推荐产品,product_rec
有什么产品可以推荐给他们,product_rec
比亚迪还能开通什么产品,product_rec
基于现有信息，适合给比亚迪营销什么产品,product_rec
比亚迪在我行的非同名交易对手进账情况,top_5_incoming_counterparties
比亚迪交易对手中非同名进账的情况,top_5_incoming_counterparties
广州润铂晟信息技术有限公司 存款额,customer_deposits
广州润铂晟信息技术有限公司 实点存款,customer_deposits
广州润铂晟信息技术有限公司 存款账结余,month_end_deposit_changes
广州润铂晟信息技术有限公司 流水收款,total_incoming
广州润铂晟信息技术有限公司 紧张总金额,total_incoming
广州润铂晟信息技术有限公司 支出,total_outgoing
广州润铂晟信息技术有限公司 流水付款,total_outgoing
广州润铂晟信息技术有限公司 出账前5,top_5_outgoing_partners
广州润铂晟信息技术有限公司管理,customer_management
中建四局安装工程有限公司 有哪些产品,cmb_products_held
中建四局安装工程有限公司 有啥产品,cmb_products_held
中建四局安装工程有限公司 买了什么产品,cmb_products_held
广州润铂晟信息技术有限公司 入账 前五,top_5_incoming_partners
广州润铂晟信息技术有限公司 收款 前5名,top_5_incoming_partners
广州润铂晟信息技术有限公司 付款前5,top_5_outgoing_partners
广州润铂晟信息技术有限公司关联公司开户,lineage_customers_with_cmb
广州润铂晟信息技术有限公司 非同名进账方,top_5_incoming_counterparties
广州润铂晟信息技术有限公司 不同名的对手,top_5_counterparties
广州润铂晟信息技术有限公司 非同名交易前5名,top_5_counterparties
